RID,Model,R squared,alpha,beta,gamma,s,p,b,k
21,Global,0.056542548720356405,0.13677423286411342,0.0,1.0003405368125728,0.5,0.0,0.0,20.00047095066405
21,Gene,0.1189724172997631,1.0036766988289152,0.05353369663778661,0.48507820054212225,0.5,-1.0,3.3740503064081895,20.0
31,Global,0.028897454360632905,0.07181194612659321,0.0,0.9716705707548173,0.5,0.0,0.0,20.00000586338107
31,Gene,0.03587949409000023,0.0,3.49192162289017,0.500972638213488,0.5,0.6298189549445378,5.0,20.0
56,Global,0.03582893475320679,0.03199210355079628,0.0,1.0004042156156554,0.5,0.0,0.0,20.000023226752035
56,Gene,0.13524589569776183,0.6260622400516439,0.0,0.745857893514576,0.5,-1.0,2.1526496585869936,20.0
59,Global,0.030592820603463026,0.15961534638833286,0.0,0.9667666746943449,0.5,0.0,0.0,20.000491570104117
59,Gene,0.12477397401017228,1.0212922328092817,0.0,0.2383661058066446,0.5,-0.8325182558082932,2.2643314625599507,20.0
69,Global,0.02120074605379417,0.04,1.01,1.0078940798822347,0.5,0.0,0.0,20.0
69,Gene,0.021200746053794194,0.2,1.01,1.2959566817707475,0.5,0.0,0.0,20.0
96,Global,0.07558369579564875,0.34692791212289337,0.28401871723267497,1.1211220663650123,0.5,0.0,0.0,20.00094584550696
96,Gene,0.10839391716189178,0.27234569384273655,0.22733703841485306,1.1169718562754523,0.5,0.5024780697910478,5.0,20.0
112,Global,0.02870451462497123,0.14314668196344116,0.0,1.0123185006812851,0.5,0.0,0.0,20.000334447397027
112,Gene,0.017873611202321973,0.7238175314381614,0.76403956492543,0.7421618232329323,0.5,-0.9082770801563765,2.492749480316596,20.0
120,Global,0.050218062383259564,0.10791440871998229,0.0,1.1579260706894976,0.5,0.0,0.0,20.000208533610753
120,Gene,0.06907651021021556,0.5276761950766143,0.0,1.275022786888968,0.5,-1.0,0.7026765648057481,20.0
127,Global,0.027538257951165025,0.030722929800876042,0.0,0.9390098868539997,0.5,0.0,0.0,20.00001917316306
